Tail_Number,count,Tail_Number_Grupo
N560AS,3674,3
N294AK,3673,3
N14214,3673,3
N441UA,3673,3
N812AE,3671,3
N73256,3671,3
N811NN,3670,3
N690DL,3670,3
N14228,3670,3
N78501,3668,3
N66825,3668,3
N603JB,3667,3
N919DU,3667,3
N991AN,3666,3
N37252,3666,3
N581NW,3665,3
N565AS,3664,3
N551AS,3663,3
N37274,3663,3
N371DA,3663,3
N563JB,3662,3
N33286,3662,3
N73251,3662,3
N540EA,3662,3
N8713M,3661,3
N133AN,3661,3
N362NW,3660,3
N526AS,3660,3
N564AS,3658,3
N827NN,3657,3
N297AK,3656,3
N325NB,3656,3
N851NN,3655,3
N826DN,3655,3
N860NN,3654,3
N817AE,3654,3
N33209,3653,3
N812NN,3653,3
N663JB,3653,3
N808AE,3653,3
N26215,3649,3
N132AN,3648,3
N973AN,3648,3
N11127,3648,3
N805NN,3648,3
N548AS,3648,3
N914DU,3647,3
N17753,3647,3
N6709,3646,3
N14230,3645,3
N8712L,3645,3
N703JB,3645,3
N847NN,3645,3
N382DA,3644,3
N800NN,3643,3
N76265,3643,3
N16559,3642,3
N358FR,3641,3
N380DA,3641,3
N979AN,3640,3
N13227,3640,3
N824NN,3639,3
N865NN,3638,3
N518AS,3637,3
N127AA,3636,3
N25705,3635,3
N516AS,3634,3
N6711M,3634,3
N924DZ,3634,3
N386DN,3633,3
N696DL,3633,3
N855NN,3633,3
N566JB,3633,3
N610UX,3633,3
N135NN,3632,3
N8708Q,3630,3
N520AS,3629,3
N39728,3628,3
N480PX,3628,3
N8716B,3628,3
N67171,3628,3
N13248,3627,3
N69829,3627,3
N11547,3627,3
N14231,3627,3
N675DL,3626,3
N937AT,3626,3
N192UW,3624,3
N556AS,3623,3
N613UX,3623,3
N949AN,3621,3
N383DN,3621,3
N12221,3621,3
N8714Q,3621,3
N436UA,3619,3
N834JB,3619,3
N820NN,3618,3
N591JB,3618,3
N35271,3615,3
N852NN,3613,3
N298AK,3613,3
N822NN,3612,3
N562AS,3611,3
N8711Q,3611,3
N810NN,3610,3
N16701,3610,3
N8715Q,3609,3
N944AN,3609,3
N36247,3609,3
N925DZ,3606,3
N332NB,3606,3
N21130,3605,3
N115DU,3604,3
N397DN,3604,3
N68836,3600,3
N17233,3600,3
N24211,3600,3
N68834,3600,3
N18114,3600,3
N880DN,3599,3
N79521,3598,3
N357NW,3597,3
N803NN,3597,3
N519AS,3597,3
N26226,3597,3
N888DU,3595,3
N858NN,3594,3
N933XJ,3592,3
N982AN,3592,3
N8704Q,3591,3
N34111,3590,3
N910FR,3590,3
N978JB,3590,3
N33264,3589,3
N11119,3589,3
N693DL,3588,3
N76504,3586,3
N11121,3586,3
N552AS,3586,3
N73270,3586,3
N38268,3585,3
N856NN,3585,3
N8706W,3585,3
N37287,3584,3
N34460,3584,3
N8705Q,3583,3
N846NN,3582,3
N540EG,3582,3
N863NN,3582,3
N6708D,3582,3
N831DN,3581,3
N16170,3580,3
N611UX,3580,3
N837UA,3579,3
N927DZ,3576,3
N549AS,3576,3
N362FR,3576,3
N24702,3576,3
N318AS,3575,3
N479UA,3575,3
N37263,3573,3
N486UA,3567,3
N3753,3566,3
N482PX,3566,3
N17984,3566,3
N807NN,3566,3
N922DZ,3564,3
N103DU,3563,3
N13716,3563,3
N887DN,3562,3
N77518,3562,3
N359FR,3561,3
N990AN,3561,3
N18102,3561,3
N24103,3561,3
N378DA,3561,3
N131NN,3559,3
N882AS,3558,3
321NV,3557,3
N26210,3556,3
N986JB,3556,3
N76523,3556,3
N884DN,3556,3
N660CL,3555,3
N883DN,3554,3
N78866,3554,3
N16112,3554,3
N832NN,3554,3
N579AS,3553,3
N235JQ,3553,3
N813NN,3551,3
N33262,3551,3
N818NN,3550,3
N506AS,3549,3
N37468,3549,3
N76517,3549,3
N628AE,3549,3
N806NN,3548,3
N980AN,3547,3
N69839,3545,3
N557AS,3544,3
N532AS,3543,3
N835NN,3543,3
N54241,3542,3
N965AN,3542,3
N877DN,3541,3
N566AS,3541,3
N976AN,3541,3
N121DU,3539,3
N708SW,3538,3
N921VA,3537,3
N692DL,3536,3
N803AE,3536,3
N233JQ,3535,3
N983AN,3534,3
N14117,3533,3
N984JB,3531,3
N867NN,3531,3
N667DN,3530,3
N119DU,3529,3
N837NN,3528,3
N17196,3527,3
N968AN,3527,3
N76515,3527,3
N75854,3524,3
N35236,3524,3
N947AN,3523,3
N23707,3521,3
N533AS,3520,3
N982JB,3520,3
N495UA,3519,3
N8923A,3518,3
N939AN,3516,3
N821JB,3516,3
N907AE,3515,3
N504GJ,3515,3
N563AS,3515,3
N671DN,3514,3
N76516,3514,3
302NV,3514,3
N868CA,3512,3
N18243,3511,3
N126AN,3510,3
N69833,3509,3
N546AS,3508,3
N12563,3506,3
N24202,3506,3
N27724,3506,3
N535AS,3505,3
N586AS,3505,3
N662JB,3505,3
N816AE,3501,3
N940AN,3500,3
N289MW,3500,3
N569AS,3500,3
N925VA,3500,3
N596AS,3499,3
N830DN,3499,3
N756SA,3497,3
N12754,3497,3
N117DU,3497,3
N527AS,3497,3
N922VA,3496,3
N823NN,3495,3
N241JQ,3492,3
N107DU,3492,3
N945AN,3490,3
N128AN,3488,3
N630VA,3486,3
N37413,3485,3
N387DA,3484,3
N924VA,3484,3
N829NN,3484,3
N946AN,3483,3
N912DE,3483,3
N659BR,3482,3
N989AN,3482,3
N773XF,3482,3
N943AN,3482,3
N875RW,3480,3
N615UX,3479,3
N426SW,3479,3
N153GJ,3479,3
N981AN,3477,3
N305AS,3477,3
N77530,3477,3
N673DL,3476,3
N77865,3476,3
N900DE,3475,3
N802NN,3475,3
N816NN,3474,3
N822DX,3474,3
N679DA,3474,3
N923VA,3474,3
N501GJ,3474,3
N577AS,3474,3
N903DE,3473,3
N18101,3470,3
N331NB,3469,3
N547GJ,3469,3
N685DA,3468,3
N948AN,3468,3
N14235,3464,3
N508AS,3463,3
N173GJ,3463,3
N926DZ,3463,3
N908DE,3462,3
N513AS,3461,3
N12135,3460,3
N18220,3459,3
N821MD,3457,3
N123NN,3457,3
N39450,3456,3
N12225,3456,3
N516JB,3456,3
N916DL,3456,3
N218JQ,3455,3
N220PS,3455,3
N597AS,3455,3
N975AN,3455,3
N514AS,3454,3
N8982A,3454,3
N942AN,3454,3
N517AS,3453,3
N889DN,3453,3
N214AK,3452,3
N558AS,3452,3
N37267,3450,3
N828DN,3449,3
N417QX,3449,3
N686DA,3449,3
N987SW,3449,3
N554NW,3448,3
N840NN,3448,3
N839NN,3448,3
N102DU,3448,3
N629VA,3447,3
N804NN,3447,3
N381DN,3447,3
N57864,3445,3
N158GJ,3445,3
N379DA,3445,3
N7703A,3444,3
N361FR,3444,3
N864NN,3443,3
N120DU,3443,3
N995DL,3442,3
N129AA,3442,3
N360FR,3440,3
N616UX,3440,3
N236JQ,3439,3
245NV,3439,3
N15751,3438,3
N358NB,3437,3
N819DX,3437,3
N834NN,3435,3
N29906,3435,3
N831NN,3434,3
320NV,3434,3
N438UA,3434,3
N966DL,3433,3
N839HK,3433,3
N307AS,3432,3
N614UX,3432,3
N928DU,3429,3
N13903,3429,3
N912DL,3429,3
N906DE,3429,3
N13750,3428,3
N992AN,3426,3
N87513,3423,3
N924AN,3419,3
N592AS,3419,3
N124AA,3418,3
N197PQ,3418,3
N11544,3418,3
N804AE,3416,3
N638VA,3416,3
N353FR,3416,3
N935SW,3415,3
N938AN,3415,3
244NV,3414,3
N675BR,3413,3
N974AN,3413,3
N907AN,3411,3
N17560,3410,3
N910DE,3409,3
N543GJ,3409,3
N384DA,3407,3
N125AA,3407,3
N559AS,3407,3
N821DX,3407,3
N833NN,3405,3
N13913,3403,3
N15912,3403,3
N956AN,3403,3
N240JQ,3402,3
N699DL,3401,3
N804UA,3400,3
N121AN,3398,3
N361NB,3397,3
N923AN,3397,3
N968DL,3397,3
N484UA,3396,3
N439UA,3396,3
N106DU,3395,3
N6704Z,3393,3
N237PS,3393,3
N801NN,3391,3
N970AN,3390,3
N971AN,3388,3
N817NN,3387,3
N291NN,3387,3
N843NN,3386,3
N933AT,3386,3
N57857,3385,3
N938FR,3384,3
N672DL,3384,3
N492UA,3380,3
N8828D,3379,3
N882RW,3379,3
N290NN,3377,3
N913JB,3377,3
N215AK,3376,3
N118NN,3376,3
N808NN,3375,3
N698NK,3374,3
N970DL,3374,3
N810AE,3372,3
N12900,3368,3
N122NN,3364,3
N105DU,3364,3
N364NB,3363,3
N317US,3362,3
N617UX,3360,3
N455UA,3359,3
N587AS,3358,3
N966AN,3357,3
N976DL,3357,3
N363FR,3357,3
N971DL,3357,3
322NV,3356,3
N843UA,3355,3
N6716C,3355,3
314NV,3354,3
N619UX,3351,3
N74856,3350,3
N250PS,3349,3
N14562,3348,3
N16561,3348,3
N929DZ,3347,3
N963AT,3347,3
N13992,3346,3
N14219,3343,3
N7714B,3343,3
N75851,3342,3
N635VA,3340,3
N57852,3339,3
N845NN,3338,3
N967AN,3337,3
N885DN,3335,3
N27246,3335,3
N523JB,3335,3
N437UA,3334,3
N542US,3333,3
N386DA,3330,3
N77871,3324,3
N498UA,3322,3
N57855,3322,3
N391DN,3321,3
N242JQ,3321,3
N481UA,3321,3
N901DE,3321,3
N911DE,3321,3
N209PS,3318,3
N14993,3317,3
N759GS,3317,3
N126DU,3317,3
N398DN,3315,3
N947JB,3313,3
N913DL,3312,3
279NV,3310,3
N119NN,3310,3
N668DN,3309,3
N435UA,3309,3
N902DE,3304,3
N123DQ,3303,3
N968AT,3303,3
N502GJ,3302,3
N24212,3301,3
N423SW,3301,3
N815NN,3300,3
N970JB,3300,3
N120EE,3299,3
N11192,3299,3
N836NN,3298,3
N254PS,3297,3
N365FR,3295,3
N17185,3294,3
N512AS,3293,3
N16571,3293,3
N618UX,3293,3
N93003,3290,3
N9006,3290,3
N589AS,3289,3
N3737C,3288,3
N528AS,3287,3
N716EV,3287,3
N539GJ,3286,3
N253PS,3285,3
N541US,3285,3
N964AN,3284,3
N972AN,3282,3
N15572,3281,3
N13978,3281,3
N801AE,3278,3
N926VA,3278,3
N546GJ,3278,3
N75853,3276,3
N538GJ,3274,3
N927VA,3273,3
N776XF,3272,3
N974DL,3270,3
N594AS,3268,3
N9013A,3268,3
N958DL,3268,3
N260JS,3266,3
N13123,3265,3
N620UX,3264,3
N4032T,3262,3
N547US,3258,3
N57870,3255,3
N823DX,3255,3
N998DL,3254,3
N957AN,3253,3
N455CA,3253,3
N217JQ,3251,3
N12167,3250,3
N996DL,3250,3
N11548,3248,3
N922AN,3247,3
315NV,3247,3
N997DL,3246,3
N90024,3245,3
N75861,3244,3
N529AS,3243,3
N396DA,3243,3
N230JQ,3243,3
N905DE,3241,3
N963AN,3239,3
N219YX,3239,3
N621UX,3238,3
N820DX,3238,3
N917DL,3238,3
N979EV,3236,3
N364FR,3234,3
N8717M,3234,3
N957JB,3232,3
N174GJ,3232,3
N127DU,3231,3
N959JB,3230,3
N960AN,3230,3
N292NN,3228,3
N334NB,3228,3
N907JB,3227,3
N967DL,3226,3
N15986,3226,3
N909DE,3225,3
N418SW,3224,3
N75858,3223,3
N999DN,3223,3
N26545,3221,3
N978DL,3220,3
N900PC,3220,3
N549GJ,3220,3
N285NN,3220,3
N244PS,3219,3
N12564,3217,3
N935JB,3217,3
N669DN,3216,3
N955AN,3216,3
N247JS,3215,3
N905DL,3215,3
N587NW,3215,3
N125DU,3212,3
N882DN,3209,3
N151GJ,3207,3
N930DZ,3205,3
N18556,3204,3
N536GJ,3203,3
N928VA,3203,3
N165GJ,3202,3
N9010R,3202,3
N937JB,3200,3
N922AT,3200,3
N960DL,3199,3
N9012,3199,3
N535US,3199,3
N3733Z,3199,3
N907BP,3199,3
N18557,3198,3
N166GJ,3197,3
N407QX,3197,3
N961AN,3195,3
N540US,3195,3
N929JB,3194,3
N738EV,3193,3
N904DE,3192,3
N800AE,3192,3
N11539,3192,3
N972DL,3191,3
N389DA,3191,3
N506GJ,3191,3
N541GJ,3190,3
N12569,3190,3
N257PS,3188,3
N969AN,3185,3
N581AS,3183,3
N226JS,3182,3
N124DU,3181,3
N902EV,3180,3
N8031M,3179,3
N923JB,3178,3
N16981,3177,3
N506JB,3176,3
N530AS,3176,3
N3014R,3174,3
N7701B,3174,3
N994DL,3173,3
N992JB,3172,3
N539US,3169,3
N636VA,3166,3
N9004F,3165,3
N15574,3162,3
N548US,3160,3
N962AN,3160,3
N14907,3158,3
275NV,3157,3
N921DU,3156,3
N963DL,3153,3
N8718Q,3152,3
N9011P,3147,3
N533GJ,3147,3
N8884E,3146,3
N965DL,3145,3
N584JB,3144,3
N4005X,3144,3
N979DL,3143,3
N880RW,3141,3
N475UA,3140,3
227NV,3139,3
N531AS,3138,3
N102DN,3138,3
N588AS,3138,3
N864AS,3138,3
N13553,3136,3
N855AE,3135,3
N8009T,3135,3
N853AE,3135,3
N16976,3134,3
N836AE,3134,3
N70020,3134,3
N14904,3132,3
N603AT,3131,3
N616CZ,3131,3
N531GJ,3128,3
N433UA,3128,3
N244JQ,3127,3
N833AE,3125,3
N9019F,3125,3
N697NK,3123,3
N545GJ,3123,3
N9015D,3123,3
N14977,3122,3
N954JB,3122,3
N8030F,3121,3
N948JB,3120,3
N537US,3119,3
N918NK,3118,3
N243LR,3117,3
N9018E,3115,3
N113DQ,3114,3
N907DE,3114,3
N213PS,3112,3
N806AE,3112,3
N916NK,3112,3
N838AE,3112,3
N12028,3111,3
N849AE,3110,3
N230PS,3108,3
N568AS,3107,3
N601DW,3106,3
N504JB,3105,3
N629BR,3104,3
N9029F,3103,3
N964DL,3101,3
N818AE,3101,3
N543US,3100,3
N990DL,3099,3
N521JB,3099,3
N9026C,3099,3
N969DL,3098,3
N624UX,3097,3
N215PS,3097,3
N988DN,3097,3
N234JQ,3096,3
N630CZ,3096,3
N845AE,3095,3
N886DN,3092,3
N73291,3092,3
N536US,3091,3
N101DQ,3091,3
N918DE,3091,3
N824AE,3086,3
N9025B,3083,3
N642VA,3083,3
N536JB,3083,3
N955JB,3081,3
N806UA,3079,3
N846AE,3079,3
N18223,3078,3
N114DU,3077,3
N827AE,3076,3
N921NK,3076,3
N876UA,3074,3
N903JB,3074,3
N9023N,3073,3
225NV,3071,3
N826AE,3071,3
N232JQ,3068,3
N830AE,3068,3
N920DE,3068,3
N8027D,3066,3
N841UA,3066,3
N840UA,3065,3
N262PS,3064,3
N56859,3063,3
N15555,3062,3
N22909,3059,3
N952JB,3058,3
N920AT,3057,3
N549US,3057,3
N925AN,3057,3
N959AN,3055,3
N972AT,3054,3
N77867,3053,3
N906AT,3052,3
N13988,3051,3
N961AT,3050,3
N57863,3049,3
N57862,3048,3
282NV,3044,3
N324NB,3042,3
N639VA,3036,3
N550NW,3034,3
N958UW,3034,3
N957AT,3033,3
N958JB,3032,3
N491UA,3031,3
N155GJ,3031,3
N3764D,3030,3
N967AT,3030,3
N815AE,3029,3
N915AT,3029,3
N9002U,3029,3
N623UX,3028,3
N329NW,3027,3
N11551,3023,3
N10575,3014,3
N9022G,3012,3
N934XJ,3012,3
N366FR,3010,3
N9008U,3009,3
N19554,3008,3
N16546,3006,3
N910AT,3006,3
N261PS,3006,3
N13538,3006,3
N245PS,3004,3
N12540,3003,3
N13975,3002,3
N899AT,2999,3
N5007E,2998,3
N805AE,2998,3
N11536,2998,3
N478UA,2998,3
N476UA,2997,3
N992AT,2996,3
N15980,2996,3
N834AE,2995,3
N32404,2993,3
N583AS,2993,3
N855UA,2992,3
N9017P,2992,3
N37434,2991,3
N442UA,2990,3
N8001N,2990,3
N919NK,2990,3
N8701Q,2989,3
N13908,2988,3
N171GJ,2987,3
N965UW,2986,3
N227JQ,2985,3
N915DE,2981,3
N917NK,2981,3
N637VA,2980,3
N9021H,2980,3
280NV,2979,3
N905JB,2979,3
N48901,2979,3
N625UX,2977,3
N57868,2976,3
N243JQ,2975,3
N554GJ,2975,3
N170GJ,2975,3
N934JB,2975,3
N175GJ,2974,3
N538US,2973,3
N967UW,2973,3
N248PS,2972,3
N622UX,2971,3
N959AT,2970,3
N14902,2968,3
N33294,2965,3
N520JB,2965,3
N546US,2965,3
N9016,2964,3
N657JB,2964,3
N13979,2964,3
N627CZ,2964,3
N913DN,2963,3
N615CZ,2958,3
N553GJ,2954,3
N973DL,2953,3
N38727,2951,3
N631CZ,2951,3
N14568,2949,3
N608CZ,2948,3
N958AT,2948,3
N809AE,2946,3
N958AN,2943,3
N355CA,2940,3
N14570,2939,3
N957UW,2935,3
N511GJ,2934,3
N551GJ,2933,3
N540GJ,2929,3
N960AT,2926,3
N660BC,2926,3
N993DL,2925,3
N485PX,2922,3
N542GJ,2920,3
N14558,2920,3
N160GJ,2920,3
N920NK,2919,3
N111NG,2918,3
N408QX,2915,3
N956AT,2915,3
N690CA,2912,3
N6702,2911,3
N14542,2911,3
N6713Y,2907,3
N619CZ,2907,3
N805UA,2907,3
N926LR,2904,3
N223FR,2904,3
N653CA,2901,3
N77296,2901,3
N942JB,2899,3
N508GJ,2897,3
N945UW,2895,3
N991DL,2890,3
N923NK,2884,3
N877UA,2880,3
N13989,2876,3
N72405,2876,3
N245JQ,2872,3
N33292,2869,3
N508JL,2864,3
N246JQ,2863,3
N152GJ,2862,3
N21537,2861,3
N606CZ,2861,3
N959UW,2861,3
N327NB,2859,3
N6705Y,2855,3
N367FR,2855,3
N490PX,2855,3
N122DU,2854,3
N946UW,2854,3
N73406,2852,3
N947UW,2851,3
N544US,2849,3
N14991,2848,3
N622CZ,2845,3
N15712,2844,3
N820AE,2842,3
N521GJ,2841,3
N678DL,2841,3
N552NW,2838,3
N29917,2835,3
N717EV,2832,3
N14573,2832,3
N925DN,2828,3
N926DH,2826,3
N835AE,2825,3
N856AE,2825,3
N370FR,2825,3
336NV,2825,3
N505JB,2823,3
N720EV,2821,3
N535GJ,2820,3
N617CZ,2820,3
N75410,2819,3
N379CA,2816,3
N924NK,2816,3
N256PS,2814,3
N526JL,2813,3
N491PX,2813,3
N8719Q,2810,3
N842UA,2810,3
N305SY,2807,3
N306SY,2805,3
N878UA,2801,3
N621CZ,2799,3
N477UA,2799,3
N923DN,2798,3
N916DN,2796,3
N507JT,2796,3
N961UW,2796,3
N623CZ,2791,3
N955UW,2791,3
N922NK,2788,3
N434UA,2788,3
N925NK,2784,3
N944UW,2780,3
N807AE,2775,3
N948UW,2773,3
N156GJ,2772,3
N531JL,2772,3
N840SK,2771,3
N871UA,2768,3
N527JL,2767,3
N206PS,2762,3
N519GJ,2760,3
N681DA,2759,3
304NV,2758,3
N258PS,2758,3
N926NK,2754,3
N922DX,2752,3
N963UW,2750,3
N21723,2749,3
N612CZ,2747,3
N963DN,2746,3
N172GJ,2746,3
N105DX,2740,3
N956UW,2740,3
236NV,2740,3
N185GJ,2739,3
N912DN,2739,3
N987DL,2737,3
N308SY,2737,3
N400AN,2736,3
N553NW,2736,3
N169GJ,2735,3
N474UA,2734,3
N328NB,2732,3
N130DU,2731,3
N202HA,2728,3
N524GJ,2727,3
N918DH,2727,3
N307SY,2725,3
N921DN,2725,3
N14916,2721,3
N131DU,2721,3
N249PS,2720,3
N544GJ,2719,3
N8720L,2718,3
N25134,2717,3
N101DU,2716,3
N931DN,2715,3
N522GJ,2714,3
N917DN,2714,3
N919DN,2711,3
N819AE,2711,3
N935DN,2711,3
N545US,2709,3
N503GJ,2709,3
N659CA,2706,3
N298FR,2705,3
N605CZ,2705,3
N30401,2699,3
N103DY,2699,3
N722TW,2692,3
N537JT,2690,3
N962DN,2690,3
N907DL,2690,3
N113AN,2689,3
N986DL,2687,3
N106DN,2687,3
N911DA,2685,3
N949UW,2683,3
N202PS,2682,3
N371FR,2681,3
N487UA,2681,3
N401AN,2677,3
N73259,2676,3
N129DU,2675,3
N775XF,2673,3
N496UA,2671,3
N934DN,2670,3
N927NK,2667,3
N920DN,2666,3
N314NB,2663,3
N186GJ,2663,3
N13138,2657,3
N624CZ,2655,3
N929NK,2654,3
N220JQ,2653,3
N914DN,2652,3
N710TW,2649,3
N950UW,2648,3
N915DN,2648,3
N31412,2648,3
N719EV,2646,3
N625CZ,2645,3
N624VA,2644,3
N168GJ,2644,3
N14905,2642,3
N104DN,2641,3
N73860,2641,3
228NV,2640,3
N13118,2638,3
N480UA,2634,3
N960DN,2632,3
N727TW,2631,3
N850AE,2629,3
N8722L,2627,3
N961DL,2626,3
N857AS,2625,3
N629CZ,2625,3
N521VA,2624,3
N723TW,2624,3
N928DN,2619,3
N962DL,2619,3
N13110,2617,3
N14115,2608,3
N983JT,2607,3
N879UA,2604,3
N368FR,2597,3
N916DE,2596,3
N927DN,2592,3
N707TW,2592,3
N979JT,2589,3
N8721J,2588,3
N432UA,2586,3
N609CZ,2585,3
N953UW,2584,3
N689DL,2583,3
281NV,2581,3
N977JE,2580,3
N209HA,2578,3
N299JJ,2577,3
N989JT,2575,3
N526VA,2572,3
303NV,2569,3
N109NN,2568,3
N908DL,2568,3
N204HA,2566,3
N38403,2561,3
N27503,2559,3
N980JT,2557,3
N369FR,2556,3
N669CA,2554,3
N910DN,2554,3
N215HA,2552,3
N286VA,2551,3
N522VA,2550,3
N365VA,2550,3
N976JT,2549,3
N705TW,2549,3
N8726H,2546,3
239NV,2544,3
277NV,2543,3
N8727M,2542,3
N369CA,2540,3
N525VA,2539,3
N952UW,2539,3
N14106,2538,3
N164GJ,2537,3
N301NB,2536,3
N25201,2536,3
N17139,2536,3
N212HA,2534,3
N431QX,2530,3
N924DN,2528,3
N985JT,2527,3
N37502,2527,3
N528VA,2525,3
N404AN,2525,3
N836HK,2524,3
N35407,2522,3
N997JL,2521,3
N931NK,2518,3
N284VA,2518,3
N67501,2517,3
N104NN,2516,3
N108NN,2516,3
N974JT,2515,3
N105NN,2515,3
N968JT,2515,3
N717TW,2512,3
N969JT,2511,3
N881UA,2511,3
N107DN,2509,3
N293NN,2508,3
237NV,2508,3
N620CZ,2508,3
N102NN,2506,3
N221JQ,2506,3
N621VA,2506,3
N362VA,2504,3
N718EV,2503,3
N8702L,2502,3
N300LK,2500,3
N363VA,2497,3
N323US,2495,3
N957DL,2495,3
N994JL,2494,3
N106NN,2493,3
N530VA,2491,3
N8724J,2490,3
N846HK,2490,3
N842HK,2488,3
N961JT,2488,3
N12109,2487,3
N989DL,2486,3
N223JQ,2485,3
N402AN,2484,3
N222JQ,2482,3
N372FR,2481,3
N975DL,2478,3
N975JT,2478,3
N101NN,2477,3
N929VA,2475,3
N928NK,2474,3
N988JT,2473,3
N627VA,2472,3
N993JE,2472,3
N713EV,2471,3
N987JT,2470,3
N523VA,2469,3
N992DL,2469,3
N702TW,2467,3
N37298,2467,3
N12166,2465,3
N991JT,2463,3
N638CZ,2462,3
N950JT,2462,3
N706TW,2460,3
N116AN,2460,3
N283VA,2458,3
N721TW,2457,3
N639CZ,2456,3
N990JL,2456,3
N951UW,2456,3
N205HA,2452,3
N282VA,2452,3
N37408,2451,3
N302NB,2448,3
N378CA,2447,3
N214HA,2447,3
N403AN,2446,3
N967JT,2443,3
N954UW,2442,3
N981JT,2440,3
N327NW,2433,3
N936AN,2429,3
N117AN,2429,3
N281VA,2428,3
N112AN,2426,3
N37506,2424,3
N945JT,2422,3
N973JT,2421,3
N946JL,2420,3
N225JQ,2419,3
N302RN,2416,3
N47505,2415,3
N964JT,2415,3
N167GJ,2414,3
N224JQ,2411,3
N704X,2411,3
N959DL,2408,3
N922DL,2405,3
N628CZ,2402,3
N17105,2402,3
N524VA,2401,3
N910DL,2401,3
N14105,2400,3
338NV,2400,3
N649AE,2398,3
N622VA,2397,3
N16911,2396,3
N712TW,2394,3
N626VA,2394,3
N285VA,2393,3
283NV,2393,3
N529VA,2393,3
N37504,2393,3
N632VA,2389,3
N999JQ,2386,3
N930NK,2385,3
N406AN,2384,3
N642CA,2384,3
N534GJ,2382,3
N932NK,2379,3
N14107,2372,3
N448YX,2367,3
N110AN,2366,3
N640VA,2363,3
N115NN,2362,3
N111ZM,2361,3
N213HA,2360,3
N635CZ,2358,3
N527VA,2357,3
N995JL,2355,3
N103NN,2354,3
N933NK,2350,3
N217HA,2350,3
N226JQ,2345,3
N523GJ,2343,3
N8725L,2342,3
N48127,2341,3
N107NN,2341,3
N12114,2340,3
N875UA,2330,3
N943JT,2329,3
N996JL,2328,3
N242JS,2327,3
N952AA,2325,3
N450YX,2321,3
N449YX,2320,3
N251PS,2320,3
N862AS,2316,3
N405AN,2315,3
N703TW,2314,3
N637CZ,2311,3
N602CZ,2310,3
N161GJ,2306,3
N110DX,2306,3
N41135,2303,3
N972JT,2301,3
N324US,2301,3
N934AN,2299,3
N162GJ,2298,3
N944JT,2296,3
N935NK,2294,3
N111DC,2287,3
N998JE,2286,3
N376FR,2285,3
N8723Q,2283,3
N17115,2280,3
N956DL,2278,3
N633VA,2274,3
N375FR,2274,3
N452YX,2268,3
N216HA,2267,3
N17108,2267,3
N34110,2266,3
N955DL,2265,3
N39297,2265,3
N330NW,2264,3
N984DL,2262,3
N906DL,2260,3
N930AN,2259,3
N229PS,2256,3
N937AN,2256,3
N953DL,2256,3
N634CZ,2255,3
238NV,2255,3
N8730Q,2246,3
N628VA,2246,3
N8732S,2243,3
N988DL,2242,3
N935AN,2239,3
N8728Q,2237,3
N520GJ,2234,3
N625VA,2232,3
N19136,2230,3
N37293,2230,3
N8731J,2228,3
N8817L,2226,3
N962JT,2222,3
N17133,2221,3
N8814K,2220,3
N451YX,2217,3
N930VA,2217,3
N11109,2217,3
N927AN,2215,3
N552GJ,2215,3
N362NB,2213,3
N71411,2212,3
N623VA,2210,3
N928AN,2209,3
N302DU,2208,3
N909DA,2208,3
N407AN,2206,3
N636CZ,2205,3
N641VA,2201,3
N8805L,2200,3
N17122,2198,3
N12125,2198,3
N932AN,2198,3
N537GJ,2193,3
N707EV,2193,3
N163GJ,2192,3
N8803L,2191,3
N237JQ,2189,3
N8812Q,2187,3
N633CZ,2184,3
N954AN,2181,3
N950AN,2181,3
N328NW,2180,3
N117DX,2178,3
N934NK,2178,3
N159GJ,2171,3
N971JT,2170,3
N229JQ,2169,3
N302DQ,2168,3
N132DU,2168,3
N936DN,2167,3
N133DU,2166,3
N965JT,2164,3
N8804L,2162,3
N949DL,2161,3
N154GJ,2161,3
N8806Q,2161,3
N626CZ,2160,3
N19130,2159,3
N8800L,2157,3
N79402,2156,3
N8807L,2156,3
N389DN,2153,3
N135DQ,2146,3
N303DU,2146,3
N8818Q,2145,3
N37409,2144,3
N921AN,2144,3
N8802Q,2143,3
N911DL,2142,3
N41140,2142,3
N8801Q,2141,3
N949JT,2139,3
N114DN,2139,3
N953AN,2136,3
N221FR,2130,3
N8816Q,2130,3
N8729H,2127,3
N8811L,2126,3
N8808Q,2124,3
N8810L,2123,3
N322US,2117,3
N978AN,2117,3
N17104,2117,3
N941AN,2114,3
N431UA,2113,3
N157GJ,2112,3
N904DL,2112,3
N8813Q,2112,3
N304DU,2111,3
N806MD,2111,3
N929DN,2111,3
N951AA,2110,3
N929AN,2110,3
N8809L,2109,3
N8815L,2104,3
N845HK,2102,3
N58101,2098,3
N14102,2097,3
N966JT,2094,3
N238JQ,2093,3
N19117,2093,3
N128DU,2089,3
N430UA,2087,3
N115DN,2087,3
N530GJ,2085,3
N306DU,2082,3
N956JT,2081,3
N826MD,2080,3
N632CZ,2078,3
N136DQ,2078,3
N308DE,2073,3
N208HA,2067,3
N37507,2061,3
N933AN,2055,3
N453YX,2054,3
N412UW,2052,3
N33103,2051,3
N228JQ,2049,3
N409AA,2049,3
294NV,2049,3
N624AG,2043,3
N918AN,2043,3
295NV,2034,3
N134DU,2032,3
N373FR,2031,3
N138DU,2030,3
N612QX,2027,3
N680DA,2019,3
N776UA,2017,3
